id,code,name,category,brand,unit,region,market_price_fcfa,official_price_fcfa,price_date,price_type,official_status,source,source_url,catalog_status,verification_note
786,JP-00786,Couscous de mil,Céréales & féculents,Sans marque,1kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
787,JP-00787,Couscous de mil,Céréales & féculents,Sans marque,2kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
788,JP-00788,Couscous de mil,Céréales & féculents,Sans marque,5kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
789,JP-00789,Couscous de mil,Céréales & féculents,Sans marque,10kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
790,JP-00790,Couscous de mil,Céréales & féculents,Sans marque,25kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
791,JP-00791,Couscous de mil,Céréales & féculents,Sans marque,20L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
792,JP-00792,Couscous de mil,Céréales & féculents,Sans marque,250ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
793,JP-00793,Couscous de mil,Céréales & féculents,Sans marque,330ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
794,JP-00794,Couscous de mil,Céréales & féculents,Sans marque,500ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
795,JP-00795,Couscous de mil,Céréales & féculents,Sans marque,1L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
796,JP-00796,Couscous de mil,Céréales & féculents,Sans marque,"1,5L",Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
797,JP-00797,Couscous de mil,Céréales & féculents,Sans marque,5L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
798,JP-00798,Semoule de maïs,Céréales & féculents,Sans marque,125g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
799,JP-00799,Semoule de maïs,Céréales & féculents,Sans marque,160g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
800,JP-00800,Semoule de maïs,Céréales & féculents,Sans marque,200g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
801,JP-00801,Semoule de maïs,Céréales & féculents,Sans marque,250g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
802,JP-00802,Semoule de maïs,Céréales & féculents,Sans marque,400g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
803,JP-00803,Semoule de maïs,Céréales & féculents,Sans marque,500g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
804,JP-00804,Semoule de maïs,Céréales & féculents,Sans marque,650g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
805,JP-00805,Semoule de maïs,Céréales & féculents,Sans marque,800g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
806,JP-00806,Semoule de maïs,Céréales & féculents,Sans marque,1kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
807,JP-00807,Semoule de maïs,Céréales & féculents,Sans marque,2kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
808,JP-00808,Semoule de maïs,Céréales & féculents,Sans marque,5kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
809,JP-00809,Semoule de maïs,Céréales & féculents,Sans marque,10kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
810,JP-00810,Semoule de maïs,Céréales & féculents,Sans marque,25kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
811,JP-00811,Semoule de maïs,Céréales & féculents,Sans marque,20L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
812,JP-00812,Semoule de maïs,Céréales & féculents,Sans marque,250ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
813,JP-00813,Semoule de maïs,Céréales & féculents,Sans marque,330ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
814,JP-00814,Semoule de maïs,Céréales & féculents,Sans marque,500ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
815,JP-00815,Semoule de maïs,Céréales & féculents,Sans marque,1L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
816,JP-00816,Semoule de maïs,Céréales & féculents,Sans marque,"1,5L",Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
817,JP-00817,Semoule de maïs,Céréales & féculents,Sans marque,5L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
818,JP-00818,Spaghetti,Pâtes & nouilles,Barilla,125g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
819,JP-00819,Spaghetti,Pâtes & nouilles,Barilla,160g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
820,JP-00820,Spaghetti,Pâtes & nouilles,Barilla,200g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
821,JP-00821,Spaghetti,Pâtes & nouilles,Barilla,250g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
822,JP-00822,Spaghetti,Pâtes & nouilles,Barilla,400g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
823,JP-00823,Spaghetti,Pâtes & nouilles,Barilla,650g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
824,JP-00824,Spaghetti,Pâtes & nouilles,Barilla,800g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
825,JP-00825,Spaghetti,Pâtes & nouilles,Barilla,1kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
826,JP-00826,Spaghetti,Pâtes & nouilles,Barilla,2kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
827,JP-00827,Spaghetti,Pâtes & nouilles,Barilla,5kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
828,JP-00828,Spaghetti,Pâtes & nouilles,Barilla,10kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
